cooler_id,fail_prob,prob_may_2025
2958acd14435dc46fe84bae4d2331814f4c9fe0e14703a3146bb074453ef6473,0.0007,0.0007
2963758667054e478ff19126b025d875c60790234efd607074c2b264c07a8c3b,0.0002,0.0002
296bae9963796b752d767c87980309b2d3448e69a8106ae40eddc1765df1aaa5,0.0012,0.0012
29802b1ad381532fd5bf14cc015ba96b2219a8991a4fec10e1d045179234e3be,0.0000,0.0000
29834a0055e61857eea44e953eea3a285ece251a7e557ceedc85e04f0a714b9a,0.0014,0.0014
298dc1c9ff3245d3eacdbe83b9b33a0815a601f6e9bd31a6a0abb4f22eba9506,0.0013,0.0013
29ae7a7bed17c5d0f0893f7b09b6665ebf782e28912ca3590623ef740df35fae,0.0006,0.0006
29bd8da5d60efabe7d0eeaa2d92b237bb7602dd575ca9681edb6e398bd04915c,0.0002,0.0002
29c2840c4342f0dbe0411a0a1c759eecf06e32858f1a089bee2aba71b08093d0,0.0002,0.0002
29cc903753067e0b9f8b04579dc6a558e27a0a7a492175bbb92dbd9cca36352f,0.0013,0.0013
29d5920bf59b02fa49f7d73cffeb8716f02011127996ebff576a7ad85645390b,0.0004,0.0004
29e010ed8f524e88769f390181fd373bc58f74b5a2365b4138ff980b43d98234,0.0005,0.0005
29e97131843a4e34f76bf16a38a864cd09cd2a67c39909d58febf4187dd8bb83,0.0002,0.0002
29f18bc120e069e91d9aa6da47a9ad39ca7e6235421da919708716080030fcec,0.0013,0.0013
29fe4574c446b4f57462afde92bbb5f59fad1a83d623eaf12c706564fd2c4495,0.0009,0.0009
2a07160f3204f7e4d1fdc3608b64e9764696bdc084f41adce2494672897354a3,0.0001,0.0001
2a0c3c0e41faa706e6127a88e3ea8764317c304631693faa9ce620b34acc0187,0.0000,0.0000
2a0d7c00b6430f2283a1a4a8fe290d680e013ed29a0182b8ec7094482fa709c9,0.0038,0.0038
2a1467ece1dfc85c4236c6af0d1c357eae4ae7b7011ea16105cff5f1470c0024,0.4593,0.4593
2a1f358009864e1b552a04eb664feb67780efc4acf33dfa0f8d5114912d26cfb,0.0002,0.0002
2a1fab0223c49fa6554fdea77e0adf947468a1c3d459520e8f60dbef4bcaea20,0.0000,0.0000
2a247ccbf9ff192244908912488ea5a6d5a0353a1c4dc88963ae0e6b49c06731,0.0000,0.0000
2a2744cff63abd8c55b8ea657b0e46d1b9b3cabd9ec56138be42a0fd6a42dbde,0.0000,0.0000
2a277119bc8b78320aa319bcfee4253cbe54d27e5576b9d6882a2c1db1de22ad,0.0054,0.0054
2a331964b20c6a803a9cf461f111a6bf71b4df7d88a48d202d34bff419cc748d,0.0001,0.0001
2a365cc91fb3905002571a444ea9089e9a5ce16fe6f11e16a461c3d3bd42a3a8,0.0000,0.0000
2a3936250922128a5e2b9e15c9432e3eb6d45e6a25147e6ee8196ffe071cb95a,0.0000,0.0000
2a415aab6c5fb33a83ee7c8625a4fe4f6d33531927a07c916ddb8d68155840a1,0.0000,0.0000
2a5333b5ff97712171c88ac01fe0e6cbbf805b4cafb1f2c5576a4e0de19461fc,0.0010,0.0010
2a5491c31e6c7242edfb993fd90bfc755f0dae0ec7e3fdf6d63875dc0765ddd6,0.0016,0.0016
2a5883171aaea6ab1cb48e53bb8eff1f7985b47e7ba11cb10d68f71f490ae934,0.0000,0.0000
2a653388092b9c0ccc231e23c1f4dfbc18ecbdf07cf886c610973a14792b111a,0.0001,0.0001
2a68e3913ab0e0e00b38633c9f48df76ec086a6ecf53cb8297f986d9834d20dd,0.0001,0.0001
2a74b42944730762d98d94447767440ba644a2c2ea59653223cc2aaed0b987c2,0.0000,0.0000
2a82c9ae2364d2f525bc9a6bf8bbbf74be232aecd8adc7ff7075fdb8b151cb50,0.0003,0.0003
2a86633cd653719875f3caafad008142a2a3cd57b734404833ed0c16cc23e029,0.0062,0.0062
2aa80f40e5ab2891567d7e639e1dc12028d5c7384b178abbdbefc9e006d63692,0.0000,0.0000
2ac882155f320be8f10adb1cfbdada41209916378cbe3f7290ad8e4668a67b9a,0.0000,0.0000
2ad06d6f980372135d5f79ddbe3c93cf40a6241ba5338b7bcfd62923d71098fc,0.0000,0.0000
2ae0a55c8e25e401ed7662410ba9607bba850f886d6ffdf45b8164a5ed83e543,0.0000,0.0000
2af6c17d70d3d1f8bd3af68badc6fbc5ee8069e5d2dc0ae8c48d93f11a92cd75,0.0002,0.0002
2af7df8fa76c5ef1ad77c8c00c6d7d2efe01343a60deb65294ad2c064500feed,0.0000,0.0000
2b07e087fb58a1aef40e999d9faabc8761eb3ab1cb2b263f40fd0984d291467e,0.0024,0.0024
2b0d88612d3d3160ce7899f3e7623181791391dd4d2b3f0750af14b9f5b8baa2,0.0008,0.0008
2b134b1375d345068489f27515266dcea7af7b13c8913a4352f2a51da1a5a3a7,0.0006,0.0006
2b16785c83c34422144be92d97e73fb9e46579d10f3ad271081488e6545a7d61,0.0000,0.0000
2b233bc1c4f50fb488fbb6f8c453a606ebb9cbf11efa82a5ea9b60bbf2b7275a,0.0041,0.0041
2b292130c9e24e07cbb48f88e49f53735e579db59507f33828f9ebdea81cdf82,0.0000,0.0000
2b31daca3931d93f3381449465b89de240d7e871947ed777e348e6e7a5749b87,0.0006,0.0006
2b3a6821ce0673493c444861378205ff0f3e90bf9afd0ca625e9084063961e54,0.0005,0.0005
2b3dde621f2d48f4d4a60c4461894ddb7432ba510732a173ad7d933c434aac62,0.0004,0.0004
2b404df55befbbcec01f4963770663e096819354512862bca01666872c8f7d4d,0.0000,0.0000
2b408ff7a889ca849e2f3b58c455758feed5cad419bd603bc67522ec85201077,0.0001,0.0001
2b48de7486da24de17fc29612b93961d59a27ed28aefc61ab1a7f722e74a022f,0.0001,0.0001
2b5a923d25c4641cba6d28a5f9834ec38a3eef91f269cd08fd75e9f873c25c39,0.0010,0.0010
2b603ed9b3736556a8268246abf11a2251821ffb5cc352f8053c8eb889af89f0,0.0001,0.0001
2b78cbbba4cf20306396403a7e220e246f058798e4d9c2aa975e61759f02fab1,0.0002,0.0002
2b7b264c45871b12ffd047e3516e8171ddbecae70aeec7ac739041c5b59d13e9,0.0000,0.0000
2b7d4e0dc32562682a9bc1c50abb2684cc782055a454d82a80c7f31ba14acd7d,0.0062,0.0062
2b838c50bcd3488019c952f6ef955dae0f39fa7f9b4413d2ff22e9612a4656e7,0.0089,0.0089
2b87e9088d523a2b5d46572bce4b7061c246b6b05245f15aa388eefc194ef423,0.0001,0.0001
2ba3337c42f717c5d352013e7bd85a4b4ddcdf592801b29d69766dd3bf0a5c4b,0.0001,0.0001
2bb030dda77a47c8b7cb0818a5d11833e3c9bb6aa085da9cc49fe83d5c9027ff,0.0124,0.0124
2bbf3cd7331298f8bb90d5a841381b803b50f9932e6059ab85dd8ea389eafcb3,0.0033,0.0033
2bc33014ac3003849e9d5fce4926b373b9ec507de71e6f8e2774e3cfc6c629e0,0.0001,0.0001
2bcaa850482034c51816b3c88a017f409ecb77a766d65a75ce3d3636379a4bd4,0.0051,0.0051
2bccc5cb2cba50c05cc242bd4442b939d0aa7c62240ae8e68ccad14936ba4d61,0.0041,0.0041
2bcd71f18d7f76982af1d2a8224fbc787def0ec7858b470f09e1bea324f20dfa,0.0098,0.0098
2bdb28a6ae7e03d12c4290debaab6bef26b9e228bce650a1ce89d713195d8b78,0.0002,0.0002
2bde90f2ea3552ae931660b3cd98cd216364a0d092a3331d84b8b9a99b05315a,0.0003,0.0003
2bed53ee25826b940cb81af6eef25eb1ef91b44d6b596a1b6ce2f90e04fed711,0.0100,0.0100
2bf36856614e6f493b0790845bea351f3cec30c4f5146e01de84636e1c11346c,0.0000,0.0000
2bf99fc8f4597d6da2c45e07397fadf6750af7abe7bafe9b2e43d6f0c6a31fb2,0.0007,0.0007
2c043bdde866270cd10400f9d0adcbf524500e3e9affe51cd733f95e5fff3589,0.0004,0.0004
2c0c85b5b3e0f7b240f863e5c28d4d7330d8cb45337b6586f3e2f03b34cbc07e,0.0002,0.0002
2c162d0d9b06ccccd3106836e4ad55ff6267b5fa861327053a2f27af86039fb0,0.0001,0.0001
2c1c06d5c061471fe8908458f37efaf327a97b74b46661416c682f7e044491dc,0.0609,0.0609
2c2d1dd5e6ef7aa91e24993e43196b1c57b54a69fbdb2b50615f1fefeadd70d8,0.0001,0.0001
2c312ab9aa7b44db0f618be986d064f9562c829ddaae18ebca62b2e5564dbf30,0.0001,0.0001
2c3817fe012d38d4a819b03f12e9a9b5ab8fff58ffcd3a7741eb586589b9db63,0.0001,0.0001
2c45979f2d3c63cdacdb1db37324293384fe4bf372be97925f86a6430782766c,0.0001,0.0001
2c45df71812dac40179512d1e0f348d3b888c2d451fed0c87aa2209f0b343378,0.0008,0.0008
2c503da8d3bc0c8c885d8c3c30df00e6a2a916f967c50c62533f831dd2da2d1f,0.0000,0.0000
2c664448286fa25a27b8e9b2b82f77d6bc341113bc03168b0f06f0730f416eb8,0.0000,0.0000
2c75e198dca1e4f2299b275b0132c1dcabe514a6f194dfaefccf884304d09c22,0.0143,0.0143
2c8eabc57eb8686c7f0f2fe65e1816ce475e5987bb1599786f7ab1e4e2e4eb8e,0.0001,0.0001
2c90423a106d79e0925ac58c7af250490dbbc6d7321daf5b74713254f72d98ff,0.0001,0.0001
2c90f565d09a9f15d0aa91891f1ad9b09c1fc722d43562b7ddddb5922bc5f195,0.0001,0.0001
2c9edf47e9611da3fe1b1cae3bd6dbf2b892d9e904af036968ea12954e034635,0.5303,0.5303
2cb23309e8ec8da7645c33a248c6ce42c8e5c88cd1629af8e48324465bd54062,0.0257,0.0257
2cbadfaae318adc91e48d53b589775969117da62018525290cdf04e8e18a3ee1,0.0030,0.0030
2cd67d8931bc06046997644b0f1545196251f5b376957ebfa7ebf44f8924f760,0.0000,0.0000
2cd701b52f42b35cc9c38576590fca17afb9f5524186000f1553ee8fbd58afb5,0.0000,0.0000
2ce628a05db9992847dc4ec301d6e0fa70027127e86d83f52abcca7519a3700b,0.0006,0.0006
2ce72eaeeba468f81a6fde8e88f07a6a43fe591dbc9fb68aac5bb04395b39bfb,0.0076,0.0076
2ce8ff5f3d3636679d1b5658cb7b5dffd44c4896c03c3de1fd9bf7078e9e4069,0.0014,0.0014
2cecba9e5ee3105de77312a1f1719034273e84680933808a238d59686f38ff2c,0.0000,0.0000
2cf9aab5286380809d6ab4a763a33f16fdcab98b5de5633edd61618fc9d568ad,0.0024,0.0024
2d0c05efc59b2a76ffd2efd9675b2523f2fa93cbbaa32245b1266e155580f74c,0.0000,0.0000
2d236055617a70ad7ae45857f8f31934905554ad43b8d0c7c9c1a5c31ee5fcdd,0.0009,0.0009
2d367d31258f82b5106fded2adfe21df731fa219abd261de47452ef66745a4ad,0.0001,0.0001
2d3e6a0d3947a33ad43d0cbdbbe10865d0e563a13842d3dda4ac5e3c42ed2f9b,0.0278,0.0278
2d4e4c1403a16e0763ad7895e75c15e0147e48da429f626eefc47fcb92eb948c,0.0046,0.0046
2d4faa0fedb05066b5cc23f89468839a72a27a3ac7d11749d56cf666f5bd85af,0.0002,0.0002
2d53a43866d676ac407e60cd39aff43620fb6828e0467a8311a79da96f938a33,0.0001,0.0001
2d55780e9c73ae7dc629322b33684d19c7956a5cd6b6ae7e3012a2015d5eb7ba,0.0049,0.0049
2d5d7ff45b4c766efc703629aba3bc832b3374af239ec8832964608b03acc174,0.0001,0.0001
2d6173bc696566fd10deb190ff9bfe0acc0ddc8872b509b9345d23f5c6b6f24d,0.0001,0.0001
2d699a46464e3d87df13a0ad7a2134e6f125341cc163ad951bd86a55ea848fdb,0.0002,0.0002
2d6c89e41b5a05baf8f215637dd7024299e9e2065a4819a405aa5647200bac4c,0.0000,0.0000
2d6cdaaa8f3259eed1eaf2c5468f2279908a6ee04c7c54d2648e03a5ffa2e2c6,0.0002,0.0002
2d78f1ddd13eadffcca263966f933e16dbab79dee2d13ff2e142f5b799cc34b3,0.0084,0.0084
2d95cac7e8199e60e92d25af853d6864300a4655662298ef776fd101d235eb2a,0.0045,0.0045
2da3fc9702759ec2eaf81e62a039a3a8bf785fb65c030caa633ec6fae5a39e5a,0.0000,0.0000
2db1b1331ce5e73c3951d99eaba13510deccc6ed0ed01f7c4dcd300923add585,0.0084,0.0084
2dbb5741ddf9c2ffa0168b7dcc2fce819ac6a03e7f02e3152ffbc710ddb7524e,0.0000,0.0000
2dc885fb384a68a6d940420a77af720df35d7b777123fb090876b0642e8b070f,0.0008,0.0008
2dd01a2adde70ff258dd5e53198c60557e331ba3f972649fa27258675e2d6e24,0.0012,0.0012
2de189e731e30d70ad9b73055f4b68e8b9bfe05d53011f53649006cdef3f07ea,0.0000,0.0000
2df89062bebddd5e6065b8313f8ff63b55419fb37c1835a8b90542bba5367f11,0.0001,0.0001
2df8dc6fd57a285f52364617508d216bda2265b2399c77985865e6bbeb37d48d,0.0009,0.0009
2e054e9d0efda1995d8c219b0eaf3df620bf53340c6a40b73757310794f76274,0.0000,0.0000
2e1c5820172410f5d46f6a7d7af4e2ce104c1ad057cf9f71f3fa279c769ced50,0.0001,0.0001
2e24c5107f33664311c687cad95179b984ab4130e713fb349fc93d2157b1a023,0.0018,0.0018
2e253950fa81221c34d7c49e1e4bf8c48363feb26aed7a889d0ff16e28801d3f,0.0080,0.0080
2e3031681fb25b5f55939aa6869ee9cbe723566776dc1b429360ec79ec109ade,0.0021,0.0021
2e31dafb971bf6bc95d0dee8859a0628633cb1627f5ba277569e802e73000438,0.0010,0.0010
2e3547bc3463428b3d57bab8a762699eaccd7a10a1aff3347e39a6ed9ee412b8,0.0026,0.0026
2e37990828d8358b7c88f13577d5c2feb725501e2feea3bad45c5b917fda1fa3,0.0032,0.0032
2e53297f1147097ea1d9c898c84e031ea3075187b7e9b801c0caf9a900972bee,0.0002,0.0002
2e5b69b951a2db8009fc212f28723baa3a8806fbf03420255c995610bf6820d4,0.0010,0.0010
2e6c4a5631cdf25e62990a7546ee0cdf62a4936c19939e8bc6837d4345cb30bf,0.0001,0.0001
2e6e3ab8bd33baa034deed77d63d1b8cf05b042bf97b729c7d6c314664f48c8d,0.0001,0.0001
2e712d5a73dc1901727b1668f00189f10bb686068593c68aec55c9a2777b20e6,0.0056,0.0056
2e79249b172f284fd7d20796bc946943634c5131c94c99fe4a559aca6d26bf6c,0.0120,0.0120
2e7a41e5c01f4f7077f963b8fb769c7109f784187c2ad731cee9e8f789863e32,0.0019,0.0019
2e837bd4f833b92a036aba094493a6e8c4107af6da16bd964e34d3e5f7fc851a,0.0000,0.0000
2e996bc57560cf0427d06a6ee92a44f7a2110f21af34b423037528343b8b7d99,0.0004,0.0004
2ea0af54899e804dd3dbbe334133ab8be468f655b6711f9622929b89d1493c3f,0.0001,0.0001
2ea3ea92d7ec33c5c76c50ea97b65f313679fe85f989320ba414976f906bc62d,0.0000,0.0000
2ea89f21998c0a6136f68591230cca11ecb0f143408888c7f51c05c92c91c332,0.0140,0.0140
2eb29ac2a4e6ad4823ac21d42adba698e8708b02fa0a875a658ed9689bf2179c,0.0018,0.0018
2eb91bba3a3872574fee68271d09090e5a7fa9935fd2f61b28369e928f7a8e02,0.0000,0.0000
2ed5d7631466f2fa33240a449afa00960a839a4c12f81cf4a6bfad56f837306c,0.0000,0.0000
2edd685231bb042016400c6db003ee7bdf7edb3d0953ba0637bea46576eeb790,0.0016,0.0016
2ee315337ce40526f47cae7dec2b2f1145f686f69ac4a73c3bbc9a50bbd4befc,0.0002,0.0002
2eeae0c546dc2c639c70dc45c9301ad784c99999e3ab1c2b23bc1dc016c2848b,0.0018,0.0018
2eec1d6534eaa08e86a635426e9cba17462cb45fbd7efbfc880af9475ec1af40,0.0001,0.0001
2eed28e353764153cf2d3a353fa7f580f2f4e3849bdc0c537452c98eb143c968,0.0017,0.0017
2ef625773a505530917cc1f208068121ce27b726c25399fa8867b0004a967186,0.0000,0.0000
2f088bf8a741d527d60d351f9cfa4848e0e33d257c978bbc6290395c849e6bdd,0.0014,0.0014
2f15c3d4fe38fe453f78799f288e7f7c232bb980cc379d902614bbb2584c76be,0.0000,0.0000
2f1804f8196650db84b139b4f085e75fba0dad558c8fb3b68f08861813748bf0,0.0016,0.0016
2f2920c9c7669fdbb05e4c89103af98c4f8ced90b093b16350bc9e29d0056c95,0.0357,0.0357
2f356fa0a9971b3737ee0f6f55029860794bfe8ebc58fd9352956104a7ecc7a9,0.0000,0.0000
2f37a96262237e5a2cdca3e581420353ad98287c49529235f2ee254e6d70022b,0.0061,0.0061
2f384a22e5f091693a3540f2744e4878f26383064b4f3ebb6d0781447db9dbc6,0.0001,0.0001
2f49904d3457eb01201da1d9de8890cb30827ef3acd955493a9c19bbf448c6bc,0.0000,0.0000
2f4fa825da7d82cd55f1280da9b6706a8bbe95ea16b0e4118a9398bb2b2854b9,0.0014,0.0014
2f668e8a2f9b2d1a3d8bc83c43ccd429b408b4965dc9d937a3aeaf362a62e41c,0.0000,0.0000
2f7acd9defc241792679c0c6076d65235ff9e0f5baf7a28298441d89b1013af2,0.0006,0.0006
2f85c0e36574e8b26d419cf3adf4dc9ae7a074ddb349a645cf0789b99e1ace78,0.0000,0.0000
2f9ca10921640817b05ac1db6213e5963e784076fa800f386a92eede71118ae1,0.0000,0.0000
2f9f335ab053b35790aedd2821d5090b9c9998ddfc4468211fbf5b50f08580c1,0.0011,0.0011
2fa1d748d28f3e69cad758de3d268f160583e3310c34bf4377d87ec8627e92e4,0.0012,0.0012
2fabecafcbf98cdf97d27f673cbd9d9d58d65fee6585412281952b873407c108,0.0004,0.0004
2fc078dd88acc6710dae1c1cb8c5fb3a8ce30663ae3e4ce0b785a5cfe0a91dd7,0.0000,0.0000
2fc6fbb54be412a1038086e5cfba3ae63549bfa5cb016c3405d34900b9dd9a7f,0.0030,0.0030
2fcafecacdb771369c690dec6b27f454a7f7c9b4bd95d60a57df4b717fb2e6d6,0.0016,0.0016
2fcb5466221b13e1c43f39271b73219050a647f13fd63c9b221f3ff967cc8f86,0.0000,0.0000
2fda773d00705ecdbc6201c54bd0aff84aff411504cd364ba71bfc23075f1874,0.0001,0.0001
2ff9855dbac2c5116b0a4659319fc58a76e863db9be59c05b5d03e8f7f8339b6,0.0000,0.0000
3008bc1a94f0e37ba496120b25563f1a0a2cd567f132a57f9774633008ee2c40,0.0027,0.0027
3012c83357786a73ff2b7dc5e41743875dafe4e204697ce8b509955091806514,0.0000,0.0000
301825e2487eb05c29a420985dd5f2d3bb564878a988d106b1759c1775a4c328,0.0034,0.0034
301a880ecf8f81fa58bdc155c21bcf0ba500dc499bed06e145c48e52cd704f6a,0.0002,0.0002
30371d22542f65f868cae49fcc58f1b208756bb15008211bcc010bcf28d39eba,0.0017,0.0017
304240ba6a20c4d2b6b247fb6f6b50e62787a02458050a6483a859b80adbf4bd,0.0000,0.0000
3042ba3908a979a71b93b66491ef32caf678bb237d8f44377872a21c78ddebdd,0.0000,0.0000
30462f76c1ea38186549304243b17641eee00e8224aafcbaa9c9fc8d113b1183,0.0012,0.0012
305416398f95254146e4cf3d5fe84c16bacd3647d5c54b00d55eecc1e534f454,0.0023,0.0023
30574edab858ffa687cc231ab0b00750599fbfbb4608ba6b3dace6b3807c93eb,0.0017,0.0017
30584a26e167a204424c5b3eea45b12148eb36b439f49b86c860dbe9fd3cb318,0.0011,0.0011
30778a365f8f086d3f0157f0d5b56350dbbfe7274f15706ad39650f43a580ace,0.0061,0.0061
307820fe1148941bc0293089d75c0a3f2d8aff21b43cfafe7a9909f265c358b3,0.0066,0.0066
3079bea7e251b67b12759de2b79cd43d8e49d111046887657a0e4b80f367283b,0.0036,0.0036
307d83f1cde7a9173bbf7767ffd2f85776348ab6535575fea7751f6bd4c91f09,0.0000,0.0000
309e1147fc3b886125f39ef0455ef19a89a1be1472d214bab4ebb0c2218e222a,0.0013,0.0013
309f5a793d6df4aa94a0151ab2b494d2e5dcbd970f431593e7997368b9c7a805,0.0162,0.0162
30a54f1f0246e0cbebd3ea25963734083da070a75f440c857a8bd55a3d96439b,0.0000,0.0000
30c00c9ac78147e19c7ef01f22b4a1787592f99410f99406120a7eea6e5ebae3,0.0003,0.0003
30c69ff649c36fea4b2c91390e2e714b4193668450097cf3e655bf927abf6a58,0.0000,0.0000
30d49ec650d6496edc8ceeaac52be56c11712aeed70113dea7e3caa2d95565d9,0.0006,0.0006
30d5863325186e235666f379a261e1806dd89df8e9d9cc9686597426533843f1,0.0022,0.0022
30e6bb761034c113565bec52c63a98e46d4914ca19ec4d53eb802cb28ef8ec1e,0.0103,0.0103
30e7f7fbc08d80a894d28fea95459fe6f4c45526003e8fff3809e6d52beecd73,0.0061,0.0061
30ebfbe7afbd5ea91c6555e257d9252d8ea9b4be8abfeb9de800554bdb135d7d,0.0007,0.0007
30fba3ffde0630b0a6d3bd38df39b165df89d9cdf570f9a20851824d59c98163,0.0000,0.0000
310856979be1878cea614009cd7428a9e76fa4dca7a84ecd1285515baa5dd1c2,0.0001,0.0001
310d7c829f1aacc7f6cb5d717c9fc0db4e87371288469c3ed8bc386923777795,0.0004,0.0004
310dafb8f44a6d18b8b77cf7ae319acddad65eae2076faa0fdbf64bc745532e2,0.0002,0.0002
310e53504dd041486182457c3e79eefb233d691d2bf7b109b0a9edf457ac2f0b,0.0184,0.0184
3112469affac51b0e1878789e0f269028d65bf30039dd1d668abd252d73219c9,0.0000,0.0000
311bb90294968da58156c4a641579a5735f062f01198eb94f7144394b901e0cf,0.0024,0.0024
311c771e36fe69a14d96973b9962230e0a3cc5ed8fb6555376b794609c771405,0.0000,0.0000
312881d966102c420cd07eda959451344e3d781b5e199ae62a854a2eebce2f22,0.0037,0.0037
3128d19b023fb1d2b7a5e0756297ea1bc8dd6fb58a41fa17885fe69eebae8748,0.0001,0.0001
312b046f0802b519ac337dd26ac46318580a17616e0f10260376c30829db5634,0.0001,0.0001
312fc8ada8675da4a75766e32665678c12e35b48ea0dff2a7e4252c06492498b,0.0019,0.0019
313a7795f2f8642f4bdc93a4c435479366169162085067e040cdbf68d0d1bbdd,0.0042,0.0042
313e3cd3a8d1ae0615a5d9cf23ee0e613ed1c35d1c91252d0f48790316574722,0.0060,0.0060
314679e656db9dfdc0c3678abbf3609d05e3076c752f71525eebf96328f08b8b,0.0014,0.0014
315aa92f750ad808de0f454b0d652a8f2631fcfe3b8cdd8666be60d8201f96c8,0.0001,0.0001
315eb07f954cbfea860a76a777fc576ba076d020569ee1f15a53322daf95b615,0.0000,0.0000
31673a65910ebae4929070df4c456a08102270ac94bed2b7496ea55e50dcae9f,0.0029,0.0029
316e1e3180badaacc2cc8d675428977e9fd0d52ded88ba26124b30934931a090,0.0062,0.0062
317004b60eaddef05a647e7d0e99170aa4b04eee585d56643eaf7cbafdd54c4b,0.0002,0.0002
3173a6a5e1ce3138c56fe8f4d4aa8f624bbf032eb1750863cbe0bf58f173a8ff,0.0002,0.0002
3174f0276aac2f5c844ac9c19aa8a9e6f37a1308b230c0f253dfad8011c49092,0.0027,0.0027
3176562172cb5c20a86db2c32332d937e6945871797c871ce21471b0ead10474,0.0002,0.0002
317dc39b9975cf3d3ba4969f73144129a5eda9849000c6d06cabe8683de348af,0.0008,0.0008
3180014620ef60f87b322d94cf9e24b47110c886d865418f9a0901ed207b3a40,0.0000,0.0000
318233cf1b69ba111dc564b41c7bdcb586056d8a52057b0d1b520b722d294557,0.0000,0.0000
3193050d8733682f208b95faf99a4c2a579e5a733cfacccbc1d397257391a6f6,0.0000,0.0000
319c7abd108c70e783024cc717b26a599d7d018cabf400adb3dbfe9e1337490e,0.0000,0.0000
31a6b6d4b7d36b56102334bdfb5cd36bfc4d3777a1a9cd3a741269dfc54cabe5,0.0003,0.0003
31a79b975feae65ac87486d8ca144fe825a64eb4a1517fec90cfe13ccbdaeb30,0.0052,0.0052
31b3a3adfc6a1b38bdab2b4a732c325a2f22678abedab76a8247620c7d779ec4,0.0607,0.0607
31babb678d1427de509b4ea79c6282bf7ce68daf264da241af644119ca2fa7b5,0.0001,0.0001
31c89c21466519fdc3b9237525bda118e9f840509f10feebfe047b51cd0aee74,0.0006,0.0006
31d2c78c24e14f53bcea266b8d21a6803cc9960fc48d269a320ae7f1b7865df4,0.0000,0.0000
31d50e8fb5adc0c9d0b3c9c0cadb9afe483a59910f057a9c3126c5c999f6ca0b,0.0023,0.0023
31d56ed1e223e42f83ec86447f85bc283dd3742bee29517720dcc0770d1d2aef,0.0001,0.0001
31dcdbb1b292d81f8a1283b344deb301261625bf0139dd331c930870c92e2a1d,0.0016,0.0016
31e0f0f41a7bbb8818237d3a02f87bad7f355140f9525f074c01bd66347aea8c,0.0000,0.0000
31e2ca08ab8d633d64df24cdef6fd431f83da32ed3dabc7d8989ce5785d25ccc,0.0000,0.0000
31f1b082637a1cfcc45c71be48c1ad58fa0dac9ee1b42f7998ddf4a42230f70e,0.0001,0.0001
32221000454830ef8c3b491327a4870aabdd6dbed0d72338f986bfc89f9cc22b,0.0009,0.0009
322b51797b4f13007806beca3db09a944b9aab04b11bb56434a14c0a64e21ea0,0.0000,0.0000
322cf6ee0cc4c0ff5f8f2abb4c3279af04a8f432c2b0b2683551fd88f6afe0aa,0.0001,0.0001
32412fa8ef1944079069f6634626aa676d165a62afdc771e4b89f6f3253707d0,0.0197,0.0197
324bfe89e8e11caf1143f08bd6009fa1ef2acc1c8ca0c6649436514630e9eed5,0.0000,0.0000
324cc0da9bf419b7485d1948997258e28ee1ca39039006c0d7c40137472961e6,0.0001,0.0001
324ceed9aafe016ce74ac48ec48188ba8fc4bcebc4c74bdb97d51f22744713bd,0.0011,0.0011
3256b64109ab8f0630b94592c858a709ca45c5ca495277f23d711d4f9e4eae49,0.0000,0.0000
325c1982ae3aa9d1111c23d60c59edefc41f969799b1082db8d828060c8f4c86,0.0004,0.0004
32794633e458afab066063ba6e41f82cd61005332cfac92fcbccaf2202561ad0,0.0023,0.0023
327f426ecca2a46791a4b57421872590f2d775d290d5af64490068c721be968e,0.0000,0.0000
3286b1445d6a38347e82f72973029fe6227b75ffddf5195e9774f9570f6ae3e2,0.0015,0.0015
328f993ea663905e08bd2cf77dd698e0a4c7b00fba5148e42932952bcc1bbe80,0.0000,0.0000
329cc42912d8fd60bdfd4441896e86c606c30f87d4b001358e215fd171566726,0.0000,0.0000
329f9a3b4ced170ab0889bc177c4ccb6706b6799ac0f12873f9296a82d1a6f1c,0.0002,0.0002
329ff49908e36b69b6f1438ddf51116d731fe5e345cd84ab41a5e4b84342d488,0.0004,0.0004
32c749c525ec944af122d22f8c90f65d4da13de2e132b2623e69d214f63f4484,0.0000,0.0000
32d377e20df1c22827bdaf327db03a8d379a1249c62182125005bf10329a835e,0.0000,0.0000
32df877939bab5a1e9f0fc82a452ba14e99169701f48dc23a974c131b8a52d9d,0.0036,0.0036
32e69bf9dfdb81b102e8c73580cb7d25e42b8d9e68caa3ae569a00201b93b890,0.0000,0.0000
330352b3306f1f2f4cbdea831dba3b90e4c766026f4ae9cd2069bcc4bfe95698,0.0371,0.0371
3307bfe5455ad792230927a4902dae973d445080fa93acc4b03d527e2883066a,0.0108,0.0108
33131e84aa2c0eb74b301c00153fd981b7e49726edfdd6424e7ba7f398dd5032,0.0277,0.0277
331ec31b70a473b5c3dfe4b092ddbd3f5129090f6f3a2adafed7514f1f3556ae,0.0002,0.0002
332b8a5da5cdf8a3d623014147ee6a050ab80fdf0b0752e28f09074326e5430c,0.0001,0.0001
332cd94647da5e5ee975c87eca5b35f8af8581df0c5da9c1b76c332968189ca8,0.0000,0.0000
334777f30f82554e40c3bc4451f645adf9eeba64a1811dfb354700a829fb757d,0.0000,0.0000
3348fe423e653b1d44a857255b48459c56e167b781529232829c4adcaa1056be,0.0000,0.0000
336d1d3f019f3ebe13fad55b45da04f17c480c383aaaabc5d241c689eee949c3,0.0001,0.0001
